appid,appname,ownerid,playtime_2weeks,playtime_forever
550,Left 4 Dead 2,76561197960276662,,336
620,Portal 2,76561197960276662,,523
730,Counter-Strike: Global Offensive,76561197960276662,,688
10,Counter-Strike,76561197997917134,,55114
30,Day of Defeat,76561197997917134,,15
40,Deathmatch Classic,76561197997917134,,0
60,Ricochet,76561197997917134,,4
80,Counter-Strike: Condition Zero,76561197997917134,,60
100,Counter-Strike: Condition Zero,76561197997917134,,12
1610,Space Empires IV Deluxe,76561197997917134,,0
2400,The Ship: Murder Party,76561197997917134,,262
2420,The Ship: Single Player,76561197997917134,,0
300,Day of Defeat: Source,76561198030888671,,13
70,Half-Life,76561198030888671,,52
220,Half-Life 2,76561198030888671,,34
340,Half-Life 2: Lost Coast,76561198030888671,,0
240,Counter-Strike: Source,76561198030888671,,6184
320,Half-Life 2: Deathmatch,76561198030888671,,0
360,Half-Life Deathmatch: Source,76561198030888671,,0
380,Half-Life 2: Episode One,76561198030888671,,1
10,Counter-Strike,76561197960530542,,0
20,Team Fortress Classic,76561197960530542,,0
30,Day of Defeat,76561197960530542,,0
40,Deathmatch Classic,76561197960530542,,0
50,Half-Life: Opposing Force,76561197960530542,,0
60,Ricochet,76561197960530542,,0
70,Half-Life,76561197960530542,,0
130,Half-Life: Blue Shift,76561197960530542,,0
80,Counter-Strike: Condition Zero,76561197960530542,,0
100,Counter-Strike: Condition Zero,76561197960530542,,0
220,Half-Life 2,76561197960530542,,352
240,Counter-Strike: Source,76561197960530542,,73
280,Half-Life: Source,76561197960530542,,0
300,Day of Defeat: Source,76561197960530542,,93
320,Half-Life 2: Deathmatch,76561197960530542,,0
340,Half-Life 2: Lost Coast,76561197960530542,,0
360,Half-Life Deathmatch: Source,76561197960530542,,0
1510,Uplink,76561197960530542,,67
3920,Sid Meier's Pirates!,76561197960530542,,0
4000,Garry's Mod,76561197960530542,,1079
380,Half-Life 2: Episode One,76561197960530542,,3
400,Portal,76561197960530542,,4
420,Half-Life 2: Episode Two,76561197960530542,,3
220,Half-Life 2,76561197978165703,,534
240,Counter-Strike: Source,76561197978165703,,218
320,Half-Life 2: Deathmatch,76561197978165703,,85
340,Half-Life 2: Lost Coast,76561197978165703,,6
10,Counter-Strike,76561197978165703,,0
20,Team Fortress Classic,76561197978165703,,0
30,Day of Defeat,76561197978165703,,0
40,Deathmatch Classic,76561197978165703,,0
50,Half-Life: Opposing Force,76561197978165703,,7
60,Ricochet,76561197978165703,,0
70,Half-Life,76561197978165703,,195
80,Counter-Strike: Condition Zero,76561197978165703,,0
100,Counter-Strike: Condition Zero,76561197978165703,,0
130,Half-Life: Blue Shift,76561197978165703,,0
280,Half-Life: Source,76561197978165703,,8
300,Day of Defeat: Source,76561197978165703,,0
360,Half-Life Deathmatch: Source,76561197978165703,,0
380,Half-Life 2: Episode One,76561197978165703,,6
2400,The Ship: Murder Party,76561197978165703,,0
10,Counter-Strike,76561197979638118,,71
80,Counter-Strike: Condition Zero,76561197979638118,,1181
100,Counter-Strike: Condition Zero,76561197979638118,,44
300,Day of Defeat: Source,76561197979638118,,139
30,Day of Defeat,76561197979638118,,0
40,Deathmatch Classic,76561197979638118,,0
60,Ricochet,76561197979638118,,0
280,Half-Life: Source,76561197979638118,,0
360,Half-Life Deathmatch: Source,76561197979638118,,0
20,Team Fortress Classic,76561197979638118,,0
50,Half-Life: Opposing Force,76561197979638118,,0
70,Half-Life,76561197979638118,,158
130,Half-Life: Blue Shift,76561197979638118,,81
1300,SiN Episodes: Emergence,76561197979638118,,8
1309,SiN Episodes: Emergence,76561197979638118,,0
1313,SiN Episodes: Emergence,76561197979638118,,0
2400,The Ship: Murder Party,76561197979638118,,167
20,Team Fortress Classic,76561197982159332,,29
50,Half-Life: Opposing Force,76561197982159332,,59
70,Half-Life,76561197982159332,,139
130,Half-Life: Blue Shift,76561197982159332,,26
300,Day of Defeat: Source,76561197982159332,,244
220,Half-Life 2,76561197982159332,,1456
340,Half-Life 2: Lost Coast,76561197982159332,,39
240,Counter-Strike: Source,76561197982159332,,22
280,Half-Life: Source,76561197982159332,,168
360,Half-Life Deathmatch: Source,76561197982159332,,23
320,Half-Life 2: Deathmatch,76561197982159332,,6
380,Half-Life 2: Episode One,76561197982159332,,81
2400,The Ship: Murder Party,76561197982159332,,126
240,Counter-Strike: Source,76561198004778355,,6507
300,Day of Defeat: Source,76561198004778355,,2321
320,Half-Life 2: Deathmatch,76561198004778355,,237
340,Half-Life 2: Lost Coast,76561198004778355,,150
30,Day of Defeat,76561198004778355,,0
1520,DEFCON,76561198004778355,,54
4000,Garry's Mod,76561198004778355,472,39174
2990,FlatOut 2™,76561198004778355,,0
6200,Ghost Master®,76561198004778355,,232
6220,FlatOut,76561198004778355,,27
10,Counter-Strike,76561198070165723,,0
80,Counter-Strike: Condition Zero,76561198070165723,,0
100,Counter-Strike: Condition Zero,76561198070165723,,15
300,Day of Defeat: Source,76561198070165723,,6
20,Team Fortress Classic,76561198070165723,,0
30,Day of Defeat,76561198070165723,,0
40,Deathmatch Classic,76561198070165723,,0
50,Half-Life: Opposing Force,76561198070165723,,0
60,Ricochet,76561198070165723,,0
70,Half-Life,76561198070165723,,0
130,Half-Life: Blue Shift,76561198070165723,,0
220,Half-Life 2,76561198070165723,,0
340,Half-Life 2: Lost Coast,76561198070165723,,0
240,Counter-Strike: Source,76561198070165723,,7
280,Half-Life: Source,76561198070165723,,0
360,Half-Life Deathmatch: Source,76561198070165723,,0
320,Half-Life 2: Deathmatch,76561198070165723,,0
380,Half-Life 2: Episode One,76561198070165723,,0
4000,Garry's Mod,76561198070165723,,3583
2280,Ultimate Doom,76561198070165723,,33
2320,QUAKE II,76561198070165723,,187
400,Portal,76561198070165723,,1
420,Half-Life 2: Episode Two,76561198070165723,,0
500,Left 4 Dead,76561198070165723,,0
10,Counter-Strike,76561197960447866,,0
20,Team Fortress Classic,76561197960447866,,0
30,Day of Defeat,76561197960447866,,0
40,Deathmatch Classic,76561197960447866,,0
50,Half-Life: Opposing Force,76561197960447866,,0
60,Ricochet,76561197960447866,,0
70,Half-Life,76561197960447866,,0
80,Counter-Strike: Condition Zero,76561197960447866,,0
100,Counter-Strike: Condition Zero,76561197960447866,,0
130,Half-Life: Blue Shift,76561197960447866,,0
220,Half-Life 2,76561197960447866,,0
240,Counter-Strike: Source,76561197960447866,,87
280,Half-Life: Source,76561197960447866,,0
300,Day of Defeat: Source,76561197960447866,,0
320,Half-Life 2: Deathmatch,76561197960447866,,0
340,Half-Life 2: Lost Coast,76561197960447866,,0
360,Half-Life Deathmatch: Source,76561197960447866,,0
380,Half-Life 2: Episode One,76561197960447866,,0
400,Portal,76561197960447866,,477
420,Half-Life 2: Episode Two,76561197960447866,,0
500,Left 4 Dead,76561197960447866,,9
550,Left 4 Dead 2,76561197960447866,,407
620,Portal 2,76561197960447866,,1750
730,Counter-Strike: Global Offensive,76561197960447866,,16
240,Counter-Strike: Source,76561197996869097,,68
1200,Red Orchestra: Ostfront 41-45,76561197996869097,,17
1230,Mare Nostrum,76561197996869097,,0
1280,Darkest Hour: Europe '44-'45,76561197996869097,,0
2400,The Ship: Murder Party,76561197996869097,,624
300,Day of Defeat: Source,76561198023936575,,237
280,Half-Life: Source,76561198023936575,,551
360,Half-Life Deathmatch: Source,76561198023936575,,2
320,Half-Life 2: Deathmatch,76561198023936575,,87
20,Team Fortress Classic,76561198023936575,,4
50,Half-Life: Opposing Force,76561198023936575,,38
70,Half-Life,76561198023936575,,0
130,Half-Life: Blue Shift,76561198023936575,,0
10,Counter-Strike,76561198023936575,,1237
30,Day of Defeat,76561198023936575,,0
40,Deathmatch Classic,76561198023936575,,0
60,Ricochet,76561198023936575,,0
80,Counter-Strike: Condition Zero,76561198023936575,,14778
100,Counter-Strike: Condition Zero,76561198023936575,,18
240,Counter-Strike: Source,76561198023936575,,46359
4000,Garry's Mod,76561198023936575,,259
7600,Sid Meier's Railroads!,76561198023936575,,0
7610,Railroad Tycoon 3,76561198023936575,,0
7620,Railroad Tycoon II Platinum,76561198023936575,,0
220,Half-Life 2,76561198023936575,,1959
340,Half-Life 2: Lost Coast,76561198023936575,,78
380,Half-Life 2: Episode One,76561198023936575,,551
400,Portal,76561198023936575,,532
420,Half-Life 2: Episode Two,76561198023936575,,1006
10,Counter-Strike,76561197960265942,,44
20,Team Fortress Classic,76561197960265942,,192
30,Day of Defeat,76561197960265942,,10
40,Deathmatch Classic,76561197960265942,,0
50,Half-Life: Opposing Force,76561197960265942,,10
60,Ricochet,76561197960265942,,1
70,Half-Life,76561197960265942,,128
130,Half-Life: Blue Shift,76561197960265942,,31
80,Counter-Strike: Condition Zero,76561197960265942,,0
100,Counter-Strike: Condition Zero,76561197960265942,,0
220,Half-Life 2,76561197960265942,,531
240,Counter-Strike: Source,76561197960265942,,329
280,Half-Life: Source,76561197960265942,,153
300,Day of Defeat: Source,76561197960265942,,631
320,Half-Life 2: Deathmatch,76561197960265942,,0
340,Half-Life 2: Lost Coast,76561197960265942,,0
360,Half-Life Deathmatch: Source,76561197960265942,,0
1002,Rag Doll Kung Fu,76561197960265942,,0
1200,Red Orchestra: Ostfront 41-45,76561197960265942,,0
1230,Mare Nostrum,76561197960265942,,0
1280,Darkest Hour: Europe '44-'45,76561197960265942,,0
3830,Psychonauts,76561197960265942,,0
3910,Sid Meier's Civilization® III Complete,76561197960265942,,91
3920,Sid Meier's Pirates!,76561197960265942,,0
10,Counter-Strike,76561197960404668,,0
20,Team Fortress Classic,76561197960404668,,0
30,Day of Defeat,76561197960404668,,0
40,Deathmatch Classic,76561197960404668,,0
50,Half-Life: Opposing Force,76561197960404668,,0
60,Ricochet,76561197960404668,,0
70,Half-Life,76561197960404668,,0
130,Half-Life: Blue Shift,76561197960404668,,0
80,Counter-Strike: Condition Zero,76561197960404668,,0
100,Counter-Strike: Condition Zero,76561197960404668,,0
220,Half-Life 2,76561197960404668,,0
240,Counter-Strike: Source,76561197960404668,,0
320,Half-Life 2: Deathmatch,76561197960404668,,0
340,Half-Life 2: Lost Coast,76561197960404668,,0
280,Half-Life: Source,76561197960404668,,0
300,Day of Defeat: Source,76561197960404668,,0
360,Half-Life Deathmatch: Source,76561197960404668,,0
380,Half-Life 2: Episode One,76561197960404668,,0
400,Portal,76561197960404668,,0
420,Half-Life 2: Episode Two,76561197960404668,,0
500,Left 4 Dead,76561197960404668,,0
550,Left 4 Dead 2,76561197960404668,,0
620,Portal 2,76561197960404668,,0
730,Counter-Strike: Global Offensive,76561197960404668,,0
10,Counter-Strike,76561197960410103,,0
20,Team Fortress Classic,76561197960410103,,0
30,Day of Defeat,76561197960410103,,0
40,Deathmatch Classic,76561197960410103,,0
50,Half-Life: Opposing Force,76561197960410103,,0
60,Ricochet,76561197960410103,,0
70,Half-Life,76561197960410103,,0
130,Half-Life: Blue Shift,76561197960410103,,0
80,Counter-Strike: Condition Zero,76561197960410103,,0
100,Counter-Strike: Condition Zero,76561197960410103,,0
220,Half-Life 2,76561197960410103,,0
240,Counter-Strike: Source,76561197960410103,,0
280,Half-Life: Source,76561197960410103,,0
300,Day of Defeat: Source,76561197960410103,,0
320,Half-Life 2: Deathmatch,76561197960410103,,0
340,Half-Life 2: Lost Coast,76561197960410103,,0
360,Half-Life Deathmatch: Source,76561197960410103,,0
1200,Red Orchestra: Ostfront 41-45,76561197960410103,,0
1230,Mare Nostrum,76561197960410103,,0
1280,Darkest Hour: Europe '44-'45,76561197960410103,,0
2400,The Ship: Murder Party,76561197960410103,,0
2420,The Ship: Single Player,76561197960410103,,0
10,Counter-Strike,76561197960670870,,0
20,Team Fortress Classic,76561197960670870,,0
30,Day of Defeat,76561197960670870,,0
40,Deathmatch Classic,76561197960670870,,0
50,Half-Life: Opposing Force,76561197960670870,,0
60,Ricochet,76561197960670870,,0
70,Half-Life,76561197960670870,,0
130,Half-Life: Blue Shift,76561197960670870,,0
80,Counter-Strike: Condition Zero,76561197960670870,,0
100,Counter-Strike: Condition Zero,76561197960670870,,0
220,Half-Life 2,76561197960670870,,0
240,Counter-Strike: Source,76561197960670870,,0
280,Half-Life: Source,76561197960670870,,0
300,Day of Defeat: Source,76561197960670870,,0
320,Half-Life 2: Deathmatch,76561197960670870,,0
340,Half-Life 2: Lost Coast,76561197960670870,,0
360,Half-Life Deathmatch: Source,76561197960670870,,0
1200,Red Orchestra: Ostfront 41-45,76561197960670870,,0
1230,Mare Nostrum,76561197960670870,,0
1280,Darkest Hour: Europe '44-'45,76561197960670870,,0
1300,SiN Episodes: Emergence,76561197960670870,,0
1309,SiN Episodes: Emergence,76561197960670870,,0
1313,SiN Episodes: Emergence,76561197960670870,,0
380,Half-Life 2: Episode One,76561197960670870,,0
2810,X3: Reunion,76561197960670870,,0
1500,Darwinia,76561197960670870,,0
1510,Uplink,76561197960670870,,0
1520,DEFCON,76561197960670870,,0
3910,Sid Meier's Civilization® III Complete,76561197960670870,,0
2620,Call of Duty®,76561197960670870,,0
2630,Call of Duty® 2,76561197960670870,,0
2640,Call of Duty: United Offensive,76561197960670870,,0
10,Counter-Strike,76561197960789466,,0
20,Team Fortress Classic,76561197960789466,,138
30,Day of Defeat,76561197960789466,,0
40,Deathmatch Classic,76561197960789466,,0
50,Half-Life: Opposing Force,76561197960789466,,0
60,Ricochet,76561197960789466,,0
70,Half-Life,76561197960789466,,1
130,Half-Life: Blue Shift,76561197960789466,,0
220,Half-Life 2,76561197960789466,,221
240,Counter-Strike: Source,76561197960789466,,170
320,Half-Life 2: Deathmatch,76561197960789466,,0
340,Half-Life 2: Lost Coast,76561197960789466,,0
3320,Insaniquarium Deluxe,76561197960789466,,373
4000,Garry's Mod,76561197960789466,,0
2720,ThreadSpace: Hyperbol,76561197960789466,,0
2270,Wolfenstein 3D,76561197960789466,,0
9000,Spear of Destiny,76561197960789466,,0
9010,Return to Castle Wolfenstein,76561197960789466,,0
360,Half-Life Deathmatch: Source,76561197960789466,,0
380,Half-Life 2: Episode One,76561197960789466,,0
400,Portal,76561197960789466,,96
420,Half-Life 2: Episode Two,76561197960789466,,0
10,Counter-Strike,76561197960863735,,0
20,Team Fortress Classic,76561197960863735,,0
30,Day of Defeat,76561197960863735,,0
40,Deathmatch Classic,76561197960863735,,0
50,Half-Life: Opposing Force,76561197960863735,,0
60,Ricochet,76561197960863735,,0
70,Half-Life,76561197960863735,,0
130,Half-Life: Blue Shift,76561197960863735,,0
80,Counter-Strike: Condition Zero,76561197960863735,,0
100,Counter-Strike: Condition Zero,76561197960863735,,0
220,Half-Life 2,76561197960863735,,0
240,Counter-Strike: Source,76561197960863735,,537
320,Half-Life 2: Deathmatch,76561197960863735,,0
340,Half-Life 2: Lost Coast,76561197960863735,,0
500,Left 4 Dead,76561197960863735,,3958
10,Counter-Strike,76561197960960648,,836
20,Team Fortress Classic,76561197960960648,,0
30,Day of Defeat,76561197960960648,,0
40,Deathmatch Classic,76561197960960648,,0
50,Half-Life: Opposing Force,76561197960960648,,168
60,Ricochet,76561197960960648,,0
70,Half-Life,76561197960960648,,114
130,Half-Life: Blue Shift,76561197960960648,,0
220,Half-Life 2,76561197960960648,,2020
240,Counter-Strike: Source,76561197960960648,,2827
280,Half-Life: Source,76561197960960648,,0
320,Half-Life 2: Deathmatch,76561197960960648,,42
340,Half-Life 2: Lost Coast,76561197960960648,,18
360,Half-Life Deathmatch: Source,76561197960960648,,0
380,Half-Life 2: Episode One,76561197960960648,,34
10,Counter-Strike,76561197961103881,,831
20,Team Fortress Classic,76561197961103881,,15
30,Day of Defeat,76561197961103881,,0
40,Deathmatch Classic,76561197961103881,,0
50,Half-Life: Opposing Force,76561197961103881,,0
60,Ricochet,76561197961103881,,0
70,Half-Life,76561197961103881,,5
130,Half-Life: Blue Shift,76561197961103881,,0
300,Day of Defeat: Source,76561197961103881,,906
220,Half-Life 2,76561197961103881,,58
340,Half-Life 2: Lost Coast,76561197961103881,,16
240,Counter-Strike: Source,76561197961103881,,5582
1200,Red Orchestra: Ostfront 41-45,76561197961103881,,0
1230,Mare Nostrum,76561197961103881,,0
1280,Darkest Hour: Europe '44-'45,76561197961103881,,126
3910,Sid Meier's Civilization® III Complete,76561197961103881,,27
4000,Garry's Mod,76561197961103881,,6
320,Half-Life 2: Deathmatch,76561197961103881,,0
10,Counter-Strike,76561197961147515,,644
20,Team Fortress Classic,76561197961147515,,0
30,Day of Defeat,76561197961147515,,0
40,Deathmatch Classic,76561197961147515,,0
50,Half-Life: Opposing Force,76561197961147515,,0
60,Ricochet,76561197961147515,,0
70,Half-Life,76561197961147515,,23
130,Half-Life: Blue Shift,76561197961147515,,0
80,Counter-Strike: Condition Zero,76561197961147515,,0
100,Counter-Strike: Condition Zero,76561197961147515,,0
220,Half-Life 2,76561197961147515,,154
240,Counter-Strike: Source,76561197961147515,,5810
280,Half-Life: Source,76561197961147515,,0
300,Day of Defeat: Source,76561197961147515,,976
320,Half-Life 2: Deathmatch,76561197961147515,,13
340,Half-Life 2: Lost Coast,76561197961147515,,0
360,Half-Life Deathmatch: Source,76561197961147515,,0
380,Half-Life 2: Episode One,76561197961147515,,0
3920,Sid Meier's Pirates!,76561197961147515,,59
4700,Total War: MEDIEVAL II – Definitive Edition,76561197961147515,,928
4000,Garry's Mod,76561197961147515,,153
10,Counter-Strike,76561197962067929,,0
20,Team Fortress Classic,76561197962067929,,0
30,Day of Defeat,76561197962067929,,0
40,Deathmatch Classic,76561197962067929,,0
50,Half-Life: Opposing Force,76561197962067929,,0
60,Ricochet,76561197962067929,,0
70,Half-Life,76561197962067929,,0
130,Half-Life: Blue Shift,76561197962067929,,0
80,Counter-Strike: Condition Zero,76561197962067929,,0
100,Counter-Strike: Condition Zero,76561197962067929,,0
220,Half-Life 2,76561197962067929,,0
240,Counter-Strike: Source,76561197962067929,,0
320,Half-Life 2: Deathmatch,76561197962067929,,0
340,Half-Life 2: Lost Coast,76561197962067929,,0
300,Day of Defeat: Source,76561197962067929,,0
280,Half-Life: Source,76561197962067929,,0
360,Half-Life Deathmatch: Source,76561197962067929,,0
4000,Garry's Mod,76561197962067929,,0
10,Counter-Strike,76561197964456477,,10
20,Team Fortress Classic,76561197964456477,,0
30,Day of Defeat,76561197964456477,,1
40,Deathmatch Classic,76561197964456477,,0
50,Half-Life: Opposing Force,76561197964456477,,0
60,Ricochet,76561197964456477,,0
70,Half-Life,76561197964456477,,0
130,Half-Life: Blue Shift,76561197964456477,,0
220,Half-Life 2,76561197964456477,,481
240,Counter-Strike: Source,76561197964456477,,12711
320,Half-Life 2: Deathmatch,76561197964456477,,0
340,Half-Life 2: Lost Coast,76561197964456477,,0
300,Day of Defeat: Source,76561197964456477,,0
1900,Earth 2160,76561197964456477,,33
4000,Garry's Mod,76561197964456477,,17926
10,Counter-Strike,76561197965963287,,0
20,Team Fortress Classic,76561197965963287,,0
30,Day of Defeat,76561197965963287,,0
40,Deathmatch Classic,76561197965963287,,0
50,Half-Life: Opposing Force,76561197965963287,,0
60,Ricochet,76561197965963287,,0
70,Half-Life,76561197965963287,,14
130,Half-Life: Blue Shift,76561197965963287,,0
80,Counter-Strike: Condition Zero,76561197965963287,,0
100,Counter-Strike: Condition Zero,76561197965963287,,0
220,Half-Life 2,76561197965963287,,105
240,Counter-Strike: Source,76561197965963287,,0
280,Half-Life: Source,76561197965963287,,0
320,Half-Life 2: Deathmatch,76561197965963287,,0
340,Half-Life 2: Lost Coast,76561197965963287,,4
360,Half-Life Deathmatch: Source,76561197965963287,,0
1300,SiN Episodes: Emergence,76561197965963287,,0
1309,SiN Episodes: Emergence,76561197965963287,,0
1313,SiN Episodes: Emergence,76561197965963287,,32
380,Half-Life 2: Episode One,76561197965963287,,63
1520,DEFCON,76561197965963287,,4709
3830,Psychonauts,76561197965963287,,115
1700,Arx Fatalis,76561197965963287,,0
10,Counter-Strike,76561197967227013,,1374
20,Team Fortress Classic,76561197967227013,,41
30,Day of Defeat,76561197967227013,,0
40,Deathmatch Classic,76561197967227013,,0
50,Half-Life: Opposing Force,76561197967227013,,0
60,Ricochet,76561197967227013,,0
70,Half-Life,76561197967227013,,4
130,Half-Life: Blue Shift,76561197967227013,,0
80,Counter-Strike: Condition Zero,76561197967227013,,69
100,Counter-Strike: Condition Zero,76561197967227013,,1
220,Half-Life 2,76561197967227013,,121
240,Counter-Strike: Source,76561197967227013,341,242255
280,Half-Life: Source,76561197967227013,,0
320,Half-Life 2: Deathmatch,76561197967227013,,3648
340,Half-Life 2: Lost Coast,76561197967227013,,0
360,Half-Life Deathmatch: Source,76561197967227013,,0
300,Day of Defeat: Source,76561197967227013,,374
